timestamp,plant,line,machine_id,part_id,batch_id,shift,operator_id,temperature,pressure,torque,welding_current,cycle_time,energy_kwh,defect
2026-04-25 20:00,Manesar Plant,Line 2,M031,P028,BX490,Night,O252,72.1,4.0,20.2,0,63.5,13.1,0
2026-04-25 08:00,Manesar Plant,Line 2,M032,P028,BX491,Day,O153,75.2,4.4,20.6,0,61.5,11.2,0
2026-04-25 20:00,Manesar Plant,Line 2,M032,P028,BX491,Night,O253,72.0,4.5,24.7,0,61.7,14.3,0
2026-04-25 08:00,Pune Plant,Line 3,M033,P051,BX492,Day,O150,73.6,4.4,21.3,0,56.3,13.7,0
2026-04-25 20:00,Pune Plant,Line 3,M033,P051,BX492,Night,O250,75.7,4.5,25.5,0,59.7,13.4,0
2026-04-25 08:00,Pune Plant,Line 3,M034,P051,BX493,Day,O151,72.5,4.2,19.5,0,55.3,13.1,0
2026-04-25 20:00,Pune Plant,Line 3,M034,P051,BX493,Night,O251,75.0,4.7,21.8,0,49.3,12.3,0
2026-04-25 08:00,Chennai Plant,Line 1,M035,P045,BX494,Day,O150,71.2,4.2,20.9,0,62.6,12.5,0
2026-04-25 20:00,Chennai Plant,Line 1,M035,P045,BX494,Night,O250,75.6,4.7,24.3,0,53.4,14.2,0
2026-04-25 08:00,Chennai Plant,Line 1,M036,P045,BX495,Day,O151,75.8,4.6,24.4,0,60.9,14.6,0
2026-04-25 20:00,Chennai Plant,Line 1,M036,P045,BX495,Night,O251,77.1,4.5,21.3,0,59.0,11.6,0
2026-04-26 08:00,Pune Plant,Line 2,M001,P001,BX496,Day,O155,71.2,4.4,19.8,0,63.9,12.4,0
2026-04-26 20:00,Pune Plant,Line 2,M001,P001,BX496,Night,O255,73.3,3.9,19.1,0,54.4,11.7,0
2026-04-26 08:00,Pune Plant,Line 2,M002,P001,BX497,Day,O156,75.0,4.7,19.3,0,55.5,13.8,0
2026-04-26 20:00,Pune Plant,Line 2,M002,P001,BX497,Night,O256,72.7,4.1,21.1,0,54.3,11.2,0
2026-04-26 08:00,Pune Plant,Line 2,M003,P001,BX498,Day,O157,75.3,4.1,20.2,0,56.7,14.0,0
2026-04-26 20:00,Pune Plant,Line 2,M003,P001,BX498,Night,O257,76.2,4.7,22.5,0,61.6,11.5,0
2026-04-26 08:00,Pune Plant,Line 2,M004,P001,BX499,Day,O158,70.6,4.4,25.3,0,61.4,11.2,0
2026-04-26 20:00,Pune Plant,Line 2,M004,P001,BX499,Night,O258,72.6,4.5,26.0,0,51.4,12.3,0
2026-04-26 08:00,Pune Plant,Line 3,M005,P002,BX500,Day,O155,72.6,4.4,24.9,181.6,54.0,11.6,0
2026-04-26 20:00,Pune Plant,Line 3,M005,P002,BX500,Night,O255,77.1,4.3,22.3,185.6,61.1,12.5,1
2026-04-26 08:00,Pune Plant,Line 3,M006,P002,BX501,Day,O156,73.0,4.0,22.0,185.5,59.0,11.7,1
2026-04-26 20:00,Pune Plant,Line 3,M006,P002,BX501,Night,O256,76.5,4.3,20.8,185.8,55.1,13.1,1
2026-04-26 08:00,Pune Plant,Line 3,M007,P002,BX502,Day,O157,75.1,4.6,21.9,182.1,49.1,14.6,0
2026-04-26 20:00,Pune Plant,Line 3,M007,P002,BX502,Night,O257,77.7,4.0,21.5,189.9,49.9,14.4,1
2026-04-26 08:00,Pune Plant,Line 3,M008,P002,BX503,Day,O158,74.0,4.5,26.2,181.3,59.7,14.0,0
2026-04-26 20:00,Pune Plant,Line 3,M008,P002,BX503,Night,O258,75.1,4.2,22.2,185.1,53.6,14.3,1
2026-04-26 08:00,Pune Plant,Line 4,M009,P007,BX504,Day,O155,75.5,3.9,21.2,0,62.8,14.2,0
2026-04-26 20:00,Pune Plant,Line 4,M009,P007,BX504,Night,O255,74.7,4.1,23.4,0,58.8,14.1,0
2026-04-26 08:00,Pune Plant,Line 4,M010,P007,BX505,Day,O156,75.3,4.6,22.2,0,53.5,11.2,0
2026-04-26 20:00,Pune Plant,Line 4,M010,P007,BX505,Night,O256,74.0,4.6,24.9,0,63.9,12.3,0
2026-04-26 08:00,Pune Plant,Line 4,M011,P007,BX506,Day,O157,70.6,4.4,23.2,0,51.4,11.1,0
2026-04-26 20:00,Pune Plant,Line 4,M011,P007,BX506,Night,O257,76.8,4.4,20.9,0,59.9,15.4,0
2026-04-26 08:00,Pune Plant,Line 4,M012,P007,BX507,Day,O158,70.7,4.0,22.0,0,54.3,11.2,0
2026-04-26 20:00,Pune Plant,Line 4,M012,P007,BX507,Night,O258,75.9,4.0,21.4,0,55.8,15.4,0
2026-04-26 08:00,Chennai Plant,Line 1,M013,P003,BX508,Day,O155,74.8,4.8,23.5,0,58.4,13.4,0
2026-04-26 20:00,Chennai Plant,Line 1,M013,P003,BX508,Night,O255,75.6,4.2,21.3,0,59.7,14.0,0
2026-04-26 08:00,Chennai Plant,Line 1,M014,P003,BX509,Day,O156,74.3,4.4,21.0,0,57.7,14.7,0
2026-04-26 20:00,Chennai Plant,Line 1,M014,P003,BX509,Night,O256,74.2,4.0,24.7,0,50.2,11.3,0
2026-04-26 08:00,Chennai Plant,Line 1,M015,P003,BX510,Day,O157,75.3,4.3,22.6,0,56.9,13.6,0
2026-04-26 20:00,Chennai Plant,Line 1,M015,P003,BX510,Night,O257,75.1,4.3,21.1,0,55.4,13.0,0
2026-04-26 08:00,Chennai Plant,Line 1,M016,P003,BX511,Day,O158,75.6,4.3,26.8,0,51.2,11.6,0
2026-04-26 20:00,Chennai Plant,Line 1,M016,P003,BX511,Night,O258,76.3,4.0,24.6,0,50.8,12.0,0
2026-04-26 08:00,Chennai Plant,Line 2,M017,P004,BX512,Day,O155,72.8,4.6,26.6,0,63.3,13.7,0
2026-04-26 20:00,Chennai Plant,Line 2,M017,P004,BX512,Night,O255,74.5,4.0,23.6,0,51.3,12.7,0
2026-04-26 08:00,Chennai Plant,Line 2,M018,P004,BX513,Day,O156,75.9,4.2,22.9,0,51.1,13.7,0
2026-04-26 20:00,Chennai Plant,Line 2,M018,P004,BX513,Night,O256,72.3,4.7,26.1,0,61.3,13.2,0
2026-04-26 08:00,Chennai Plant,Line 2,M019,P004,BX514,Day,O157,70.7,4.2,26.0,0,57.6,13.5,0
2026-04-26 20:00,Chennai Plant,Line 2,M019,P004,BX514,Night,O257,77.4,4.6,22.8,0,58.1,14.4,0
2026-04-26 08:00,Chennai Plant,Line 2,M020,P004,BX515,Day,O158,73.0,4.3,22.6,0,62.0,12.5,0
2026-04-26 20:00,Chennai Plant,Line 2,M020,P004,BX515,Night,O258,76.8,4.5,22.3,0,54.9,13.4,0
2026-04-26 08:00,Chennai Plant,Line 5,M021,P031,BX516,Day,O155,75.7,4.7,24.9,0,62.0,14.2,0
2026-04-26 20:00,Chennai Plant,Line 5,M021,P031,BX516,Night,O255,75.4,4.6,24.7,0,50.9,13.5,0
2026-04-26 08:00,Chennai Plant,Line 5,M022,P031,BX517,Day,O156,71.2,4.5,23.6,0,57.6,11.9,0
2026-04-26 20:00,Chennai Plant,Line 5,M022,P031,BX517,Night,O256,74.9,4.7,20.0,0,51.7,11.1,0
2026-04-26 08:00,Chennai Plant,Line 5,M023,P031,BX518,Day,O157,74.7,4.1,24.6,0,55.7,14.6,0
2026-04-26 20:00,Chennai Plant,Line 5,M023,P031,BX518,Night,O257,75.6,4.3,19.4,0,49.3,13.0,0
2026-04-26 08:00,Chennai Plant,Line 5,M024,P031,BX519,Day,O158,72.5,4.7,21.5,0,50.7,11.4,0
2026-04-26 20:00,Chennai Plant,Line 5,M024,P031,BX519,Night,O258,73.0,4.0,21.0,0,53.6,12.8,0
2026-04-26 08:00,Manesar Plant,Line 1,M025,P009,BX520,Day,O155,71.0,4.5,21.6,217.2,54.8,12.4,0
2026-04-26 20:00,Manesar Plant,Line 1,M025,P009,BX520,Night,O255,74.5,4.2,22.0,222.0,52.0,14.4,0
2026-04-26 08:00,Manesar Plant,Line 1,M026,P009,BX521,Day,O156,73.5,4.3,25.0,219.3,49.9,13.1,0
2026-04-26 20:00,Manesar Plant,Line 1,M026,P009,BX521,Night,O256,74.4,4.3,22.3,218.4,53.0,15.3,0
2026-04-26 08:00,Manesar Plant,Line 1,M027,P009,BX522,Day,O157,74.1,4.1,23.4,221.7,55.1,11.4,0
2026-04-26 20:00,Manesar Plant,Line 1,M027,P009,BX522,Night,O257,75.8,4.1,26.7,219.2,60.7,13.4,0
2026-04-26 08:00,Manesar Plant,Line 1,M028,P009,BX523,Day,O158,72.5,4.7,22.6,217.0,61.4,12.3,0
2026-04-26 20:00,Manesar Plant,Line 1,M028,P009,BX523,Night,O258,77.8,3.9,26.5,222.3,61.6,12.7,0
2026-04-26 08:00,Manesar Plant,Line 2,M029,P028,BX524,Day,O155,72.1,4.5,23.7,0,49.7,14.3,0
2026-04-26 20:00,Manesar Plant,Line 2,M029,P028,BX524,Night,O255,75.4,4.2,22.2,0,51.1,13.5,0
2026-04-26 08:00,Manesar Plant,Line 2,M030,P028,BX525,Day,O156,71.7,4.3,23.9,0,53.8,14.1,0
2026-04-26 20:00,Manesar Plant,Line 2,M030,P028,BX525,Night,O256,74.1,4.1,25.0,0,52.7,15.4,0
2026-04-26 08:00,Manesar Plant,Line 2,M031,P028,BX526,Day,O157,72.0,4.3,23.8,0,59.4,13.9,1
2026-04-26 20:00,Manesar Plant,Line 2,M031,P028,BX526,Night,O257,72.0,4.3,26.2,0,55.2,15.0,0
2026-04-26 08:00,Manesar Plant,Line 2,M032,P028,BX527,Day,O158,74.2,4.6,23.3,0,58.7,11.3,0
2026-04-26 20:00,Manesar Plant,Line 2,M032,P028,BX527,Night,O258,72.2,4.6,24.4,0,54.3,14.7,0
2026-04-26 08:00,Pune Plant,Line 3,M033,P051,BX528,Day,O155,75.0,4.2,20.4,0,59.5,11.0,0
2026-04-26 20:00,Pune Plant,Line 3,M033,P051,BX528,Night,O255,74.8,4.7,22.6,0,49.3,12.3,0
2026-04-26 08:00,Pune Plant,Line 3,M034,P051,BX529,Day,O156,75.5,4.2,19.7,0,53.5,14.2,0
2026-04-26 20:00,Pune Plant,Line 3,M034,P051,BX529,Night,O256,73.4,4.3,21.9,0,62.6,14.2,0
2026-04-26 08:00,Chennai Plant,Line 1,M035,P045,BX530,Day,O155,71.3,4.1,25.6,0,62.0,13.6,0
2026-04-26 20:00,Chennai Plant,Line 1,M035,P045,BX530,Night,O255,75.0,4.4,24.3,0,59.2,13.5,0
2026-04-26 08:00,Chennai Plant,Line 1,M036,P045,BX531,Day,O156,70.4,4.0,19.5,0,57.5,12.0,0
2026-04-26 20:00,Chennai Plant,Line 1,M036,P045,BX531,Night,O256,75.1,4.6,20.5,0,63.9,14.1,0
2026-04-27 08:00,Pune Plant,Line 2,M001,P001,BX532,Day,O160,73.2,4.1,23.5,0,63.1,13.9,0
2026-04-27 20:00,Pune Plant,Line 2,M001,P001,BX532,Night,O260,77.7,3.9,26.5,0,63.9,12.2,0
2026-04-27 08:00,Pune Plant,Line 2,M002,P001,BX533,Day,O161,74.1,4.3,21.9,0,62.3,12.0,0
2026-04-27 20:00,Pune Plant,Line 2,M002,P001,BX533,Night,O261,73.7,4.3,22.6,0,51.9,11.4,1
2026-04-27 08:00,Pune Plant,Line 2,M003,P001,BX534,Day,O162,73.4,3.9,24.9,0,55.4,11.3,0
2026-04-27 20:00,Pune Plant,Line 2,M003,P001,BX534,Night,O262,73.5,4.0,21.5,0,50.5,13.2,0
2026-04-27 08:00,Pune Plant,Line 2,M004,P001,BX535,Day,O163,74.8,4.4,24.0,0,52.8,11.5,0
2026-04-27 20:00,Pune Plant,Line 2,M004,P001,BX535,Night,O263,73.4,4.2,19.4,0,60.9,15.2,0
2026-04-27 08:00,Pune Plant,Line 3,M005,P002,BX536,Day,O160,74.7,4.5,25.1,184.8,50.3,11.3,1
2026-04-27 20:00,Pune Plant,Line 3,M005,P002,BX536,Night,O260,72.2,4.2,25.8,181.4,62.8,13.0,0
2026-04-27 08:00,Pune Plant,Line 3,M006,P002,BX537,Day,O161,71.8,4.5,19.5,185.1,53.4,12.7,1
2026-04-27 20:00,Pune Plant,Line 3,M006,P002,BX537,Night,O261,72.6,4.6,20.9,184.6,49.2,12.7,1
2026-04-27 08:00,Pune Plant,Line 3,M007,P002,BX538,Day,O162,74.8,4.7,24.0,183.0,60.7,13.0,0
2026-04-27 20:00,Pune Plant,Line 3,M007,P002,BX538,Night,O262,74.0,4.1,19.8,188.4,60.8,11.9,1
2026-04-27 08:00,Pune Plant,Line 3,M008,P002,BX539,Day,O163,73.4,4.5,21.1,183.5,55.7,12.1,0
2026-04-27 20:00,Pune Plant,Line 3,M008,P002,BX539,Night,O263,76.8,4.0,21.5,183.6,60.3,12.4,0
2026-04-27 08:00,Pune Plant,Line 4,M009,P007,BX540,Day,O160,75.3,4.6,20.2,0,54.1,12.7,0
2026-04-27 20:00,Pune Plant,Line 4,M009,P007,BX540,Night,O260,72.0,4.4,24.4,0,56.6,14.8,0
2026-04-27 08:00,Pune Plant,Line 4,M010,P007,BX541,Day,O161,75.2,4.3,20.6,0,62.6,14.5,0
2026-04-27 20:00,Pune Plant,Line 4,M010,P007,BX541,Night,O261,74.0,4.5,24.6,0,58.0,12.5,0
2026-04-27 08:00,Pune Plant,Line 4,M011,P007,BX542,Day,O162,73.5,4.8,23.9,0,51.4,13.0,0
2026-04-27 20:00,Pune Plant,Line 4,M011,P007,BX542,Night,O262,76.7,3.9,20.8,0,52.3,12.0,1
2026-04-27 08:00,Pune Plant,Line 4,M012,P007,BX543,Day,O163,73.7,4.1,24.9,0,54.0,14.3,0
2026-04-27 20:00,Pune Plant,Line 4,M012,P007,BX543,Night,O263,73.2,4.1,26.9,0,50.1,11.1,0
2026-04-27 08:00,Chennai Plant,Line 1,M013,P003,BX544,Day,O160,70.7,4.2,20.6,0,60.5,11.2,0
2026-04-27 20:00,Chennai Plant,Line 1,M013,P003,BX544,Night,O260,72.2,4.1,20.4,0,59.8,12.5,0
2026-04-27 08:00,Chennai Plant,Line 1,M014,P003,BX545,Day,O161,73.3,4.1,19.2,0,62.7,11.1,0
2026-04-27 20:00,Chennai Plant,Line 1,M014,P003,BX545,Night,O261,76.1,4.2,25.3,0,63.0,12.4,0
2026-04-27 08:00,Chennai Plant,Line 1,M015,P003,BX546,Day,O162,71.4,4.6,24.3,0,63.7,15.5,0
2026-04-27 20:00,Chennai Plant,Line 1,M015,P003,BX546,Night,O262,77.3,4.7,19.5,0,62.9,14.6,0
2026-04-27 08:00,Chennai Plant,Line 1,M016,P003,BX547,Day,O163,71.2,4.2,22.0,0,63.7,12.1,0
2026-04-27 20:00,Chennai Plant,Line 1,M016,P003,BX547,Night,O263,72.3,4.5,20.5,0,60.8,12.5,0
2026-04-27 08:00,Chennai Plant,Line 2,M017,P004,BX548,Day,O160,70.3,4.6,26.0,0,63.5,15.0,0
2026-04-27 20:00,Chennai Plant,Line 2,M017,P004,BX548,Night,O260,73.3,4.0,22.8,0,50.0,13.3,0
2026-04-27 08:00,Chennai Plant,Line 2,M018,P004,BX549,Day,O161,74.5,4.5,23.1,0,56.0,12.4,0
2026-04-27 20:00,Chennai Plant,Line 2,M018,P004,BX549,Night,O261,74.2,4.5,24.7,0,53.0,12.8,0
2026-04-27 08:00,Chennai Plant,Line 2,M019,P004,BX550,Day,O162,75.5,4.4,19.3,0,52.0,14.9,0
2026-04-27 20:00,Chennai Plant,Line 2,M019,P004,BX550,Night,O262,74.4,4.2,26.1,0,63.0,12.7,0
2026-04-27 08:00,Chennai Plant,Line 2,M020,P004,BX551,Day,O163,73.3,4.0,19.7,0,54.3,13.6,0
2026-04-27 20:00,Chennai Plant,Line 2,M020,P004,BX551,Night,O263,74.8,4.5,22.4,0,55.1,14.6,0
2026-04-27 08:00,Chennai Plant,Line 5,M021,P031,BX552,Day,O160,71.9,4.2,20.4,0,58.7,12.6,0
2026-04-27 20:00,Chennai Plant,Line 5,M021,P031,BX552,Night,O260,72.5,4.7,23.1,0,60.8,15.2,0
2026-04-27 08:00,Chennai Plant,Line 5,M022,P031,BX553,Day,O161,70.6,4.0,19.3,0,51.9,12.5,0
2026-04-27 20:00,Chennai Plant,Line 5,M022,P031,BX553,Night,O261,73.8,4.6,24.5,0,59.6,15.5,0
2026-04-27 08:00,Chennai Plant,Line 5,M023,P031,BX554,Day,O162,76.0,4.6,24.9,0,49.1,12.3,0
2026-04-27 20:00,Chennai Plant,Line 5,M023,P031,BX554,Night,O262,76.9,4.6,22.2,0,57.7,13.9,0
2026-04-27 08:00,Chennai Plant,Line 5,M024,P031,BX555,Day,O163,72.8,4.4,25.1,0,55.0,12.0,0
2026-04-27 20:00,Chennai Plant,Line 5,M024,P031,BX555,Night,O263,76.5,4.3,23.1,0,60.4,14.3,0
2026-04-27 08:00,Manesar Plant,Line 1,M025,P009,BX556,Day,O160,72.8,4.6,21.5,218.1,59.5,11.9,0
2026-04-27 20:00,Manesar Plant,Line 1,M025,P009,BX556,Night,O260,74.7,4.4,22.0,220.5,63.2,11.0,0
2026-04-27 08:00,Manesar Plant,Line 1,M026,P009,BX557,Day,O161,74.9,4.7,21.7,219.5,55.1,14.5,0
2026-04-27 20:00,Manesar Plant,Line 1,M026,P009,BX557,Night,O261,75.2,4.2,19.2,221.7,51.3,15.3,0
2026-04-27 08:00,Manesar Plant,Line 1,M027,P009,BX558,Day,O162,72.0,4.5,23.8,220.6,63.7,11.9,0
2026-04-27 20:00,Manesar Plant,Line 1,M027,P009,BX558,Night,O262,74.3,4.4,20.5,217.7,55.8,15.0,0
2026-04-27 08:00,Manesar Plant,Line 1,M028,P009,BX559,Day,O163,70.6,4.0,23.4,217.4,56.3,11.8,0
2026-04-27 20:00,Manesar Plant,Line 1,M028,P009,BX559,Night,O263,72.4,4.8,21.3,219.6,50.0,11.3,0
2026-04-27 08:00,Manesar Plant,Line 2,M029,P028,BX560,Day,O160,73.1,4.1,25.9,0,51.4,11.5,0
2026-04-27 20:00,Manesar Plant,Line 2,M029,P028,BX560,Night,O260,75.2,4.3,19.6,0,62.0,11.6,0
2026-04-27 08:00,Manesar Plant,Line 2,M030,P028,BX561,Day,O161,71.2,4.3,24.7,0,58.1,15.2,0
2026-04-27 20:00,Manesar Plant,Line 2,M030,P028,BX561,Night,O261,75.5,4.4,24.5,0,49.1,11.6,0
2026-04-27 08:00,Manesar Plant,Line 2,M031,P028,BX562,Day,O162,70.4,4.3,25.5,0,62.7,15.0,0
2026-04-27 20:00,Manesar Plant,Line 2,M031,P028,BX562,Night,O262,74.8,4.4,24.9,0,62.2,13.1,0
2026-04-27 08:00,Manesar Plant,Line 2,M032,P028,BX563,Day,O163,74.2,4.5,21.4,0,61.1,11.8,0
2026-04-27 20:00,Manesar Plant,Line 2,M032,P028,BX563,Night,O263,73.5,4.7,24.9,0,62.7,11.8,0
2026-04-27 08:00,Pune Plant,Line 3,M033,P051,BX564,Day,O160,73.4,4.3,26.6,0,62.1,12.2,0
2026-04-27 20:00,Pune Plant,Line 3,M033,P051,BX564,Night,O260,75.8,4.2,26.3,0,59.8,12.0,0
2026-04-27 08:00,Pune Plant,Line 3,M034,P051,BX565,Day,O161,73.0,4.8,23.4,0,50.1,11.5,0
2026-04-27 20:00,Pune Plant,Line 3,M034,P051,BX565,Night,O261,76.6,4.2,22.6,0,56.6,13.1,0
2026-04-27 08:00,Chennai Plant,Line 1,M035,P045,BX566,Day,O160,70.4,4.5,25.0,0,60.2,14.9,0
2026-04-27 20:00,Chennai Plant,Line 1,M035,P045,BX566,Night,O260,74.4,3.9,19.9,0,53.9,14.4,0
2026-04-27 08:00,Chennai Plant,Line 1,M036,P045,BX567,Day,O161,72.9,4.0,23.4,0,63.3,11.6,0
2026-04-27 20:00,Chennai Plant,Line 1,M036,P045,BX567,Night,O261,76.9,4.7,20.4,0,50.5,12.3,1
2026-04-28 08:00,Pune Plant,Line 2,M001,P001,BX568,Day,O165,73.2,4.3,19.6,0,59.2,11.7,0
2026-04-28 20:00,Pune Plant,Line 2,M001,P001,BX568,Night,O265,74.1,4.1,19.3,0,52.2,14.1,0
2026-04-28 08:00,Pune Plant,Line 2,M002,P001,BX569,Day,O166,75.0,4.6,24.1,0,62.5,12.8,0
2026-04-28 20:00,Pune Plant,Line 2,M002,P001,BX569,Night,O266,73.8,3.9,19.0,0,60.5,15.2,0
2026-04-28 08:00,Pune Plant,Line 2,M003,P001,BX570,Day,O167,72.2,4.1,19.7,0,63.8,12.5,0
2026-04-28 20:00,Pune Plant,Line 2,M003,P001,BX570,Night,O267,73.2,4.5,20.8,0,61.0,14.7,0
2026-04-28 08:00,Pune Plant,Line 2,M004,P001,BX571,Day,O168,71.0,4.1,22.3,0,53.9,13.5,0
2026-04-28 20:00,Pune Plant,Line 2,M004,P001,BX571,Night,O268,73.1,4.1,23.3,0,50.8,12.0,0
2026-04-28 08:00,Pune Plant,Line 3,M005,P002,BX572,Day,O165,72.1,4.1,22.2,182.9,55.9,11.3,0
2026-04-28 20:00,Pune Plant,Line 3,M005,P002,BX572,Night,O265,76.9,4.5,22.0,181.4,53.5,13.7,0
2026-04-28 08:00,Pune Plant,Line 3,M006,P002,BX573,Day,O166,75.9,4.0,23.3,186.9,51.6,15.3,0
2026-04-28 20:00,Pune Plant,Line 3,M006,P002,BX573,Night,O266,75.6,4.8,24.6,185.1,59.4,12.5,0
2026-04-28 08:00,Pune Plant,Line 3,M007,P002,BX574,Day,O167,73.8,4.7,21.5,184.6,54.0,13.7,1
2026-04-28 20:00,Pune Plant,Line 3,M007,P002,BX574,Night,O267,75.5,4.2,24.1,186.9,63.8,12.0,1
2026-04-28 08:00,Pune Plant,Line 3,M008,P002,BX575,Day,O168,73.7,4.7,21.5,185.4,58.3,11.3,1
2026-04-28 20:00,Pune Plant,Line 3,M008,P002,BX575,Night,O268,74.2,4.2,20.2,182.2,62.9,13.7,0
2026-04-28 08:00,Pune Plant,Line 4,M009,P007,BX576,Day,O165,75.7,4.6,21.6,0,58.7,14.4,0
2026-04-28 20:00,Pune Plant,Line 4,M009,P007,BX576,Night,O265,75.1,4.8,24.2,0,49.4,14.8,0
2026-04-28 08:00,Pune Plant,Line 4,M010,P007,BX577,Day,O166,72.0,4.1,23.3,0,59.0,12.1,0
2026-04-28 20:00,Pune Plant,Line 4,M010,P007,BX577,Night,O266,76.1,4.5,23.9,0,53.8,13.0,0
2026-04-28 08:00,Pune Plant,Line 4,M011,P007,BX578,Day,O167,70.0,4.7,19.6,0,58.5,11.6,0
2026-04-28 20:00,Pune Plant,Line 4,M011,P007,BX578,Night,O267,73.2,4.0,23.7,0,63.0,12.1,0
2026-04-28 08:00,Pune Plant,Line 4,M012,P007,BX579,Day,O168,70.5,4.6,21.5,0,52.7,11.8,0
2026-04-28 20:00,Pune Plant,Line 4,M012,P007,BX579,Night,O268,73.5,4.2,22.6,0,53.1,14.5,0
2026-04-28 08:00,Chennai Plant,Line 1,M013,P003,BX580,Day,O165,70.5,4.8,22.2,0,55.6,13.3,0
2026-04-28 20:00,Chennai Plant,Line 1,M013,P003,BX580,Night,O265,76.4,4.6,25.6,0,49.3,12.7,0
2026-04-28 08:00,Chennai Plant,Line 1,M014,P003,BX581,Day,O166,75.1,4.6,26.4,0,51.3,14.3,0
2026-04-28 20:00,Chennai Plant,Line 1,M014,P003,BX581,Night,O266,73.5,4.3,22.6,0,58.1,11.3,0
2026-04-28 08:00,Chennai Plant,Line 1,M015,P003,BX582,Day,O167,70.8,4.3,20.2,0,49.2,13.3,0
2026-04-28 20:00,Chennai Plant,Line 1,M015,P003,BX582,Night,O267,76.4,4.3,26.4,0,63.6,12.7,0
2026-04-28 08:00,Chennai Plant,Line 1,M016,P003,BX583,Day,O168,72.9,4.5,23.7,0,49.6,15.1,0
2026-04-28 20:00,Chennai Plant,Line 1,M016,P003,BX583,Night,O268,74.3,4.4,20.6,0,52.8,15.1,0
2026-04-28 08:00,Chennai Plant,Line 2,M017,P004,BX584,Day,O165,74.3,4.4,22.9,0,59.4,13.9,0
2026-04-28 20:00,Chennai Plant,Line 2,M017,P004,BX584,Night,O265,77.6,4.6,20.9,0,61.2,13.8,0
2026-04-28 08:00,Chennai Plant,Line 2,M018,P004,BX585,Day,O166,74.1,4.5,24.2,0,55.8,14.1,0
2026-04-28 20:00,Chennai Plant,Line 2,M018,P004,BX585,Night,O266,73.5,4.4,26.6,0,49.2,14.5,0
2026-04-28 08:00,Chennai Plant,Line 2,M019,P004,BX586,Day,O167,73.9,4.7,22.2,0,62.5,13.3,0
2026-04-28 20:00,Chennai Plant,Line 2,M019,P004,BX586,Night,O267,73.1,4.3,25.6,0,53.5,15.4,0
2026-04-28 08:00,Chennai Plant,Line 2,M020,P004,BX587,Day,O168,74.0,4.2,21.5,0,62.1,14.3,0
2026-04-28 20:00,Chennai Plant,Line 2,M020,P004,BX587,Night,O268,72.5,4.5,25.2,0,51.1,14.4,0
2026-04-28 08:00,Chennai Plant,Line 5,M021,P031,BX588,Day,O165,75.6,4.3,21.5,0,61.2,11.0,0
2026-04-28 20:00,Chennai Plant,Line 5,M021,P031,BX588,Night,O265,72.4,4.5,23.2,0,60.0,11.8,0
2026-04-28 08:00,Chennai Plant,Line 5,M022,P031,BX589,Day,O166,72.2,4.5,20.6,0,63.2,13.0,0
2026-04-28 20:00,Chennai Plant,Line 5,M022,P031,BX589,Night,O266,76.9,4.1,19.5,0,60.4,12.2,0
2026-04-28 08:00,Chennai Plant,Line 5,M023,P031,BX590,Day,O167,75.4,4.3,24.0,0,62.0,11.7,0
2026-04-28 20:00,Chennai Plant,Line 5,M023,P031,BX590,Night,O267,73.8,4.2,21.2,0,57.8,13.2,0
2026-04-28 08:00,Chennai Plant,Line 5,M024,P031,BX591,Day,O168,74.0,4.0,19.5,0,49.1,13.6,0
2026-04-28 20:00,Chennai Plant,Line 5,M024,P031,BX591,Night,O268,77.9,4.0,23.2,0,58.0,15.4,1
2026-04-28 08:00,Manesar Plant,Line 1,M025,P009,BX592,Day,O165,74.6,4.7,22.8,219.0,54.6,15.0,0
2026-04-28 20:00,Manesar Plant,Line 1,M025,P009,BX592,Night,O265,78.0,4.6,26.5,221.0,49.9,12.6,0
2026-04-28 08:00,Manesar Plant,Line 1,M026,P009,BX593,Day,O166,72.0,4.0,22.7,221.2,62.3,11.6,0
2026-04-28 20:00,Manesar Plant,Line 1,M026,P009,BX593,Night,O266,75.6,4.7,21.2,221.2,54.5,13.8,0
2026-04-28 08:00,Manesar Plant,Line 1,M027,P009,BX594,Day,O167,74.0,4.3,22.3,218.1,63.4,14.7,0
2026-04-28 20:00,Manesar Plant,Line 1,M027,P009,BX594,Night,O267,72.1,4.2,19.4,221.8,55.7,13.7,0
2026-04-28 08:00,Manesar Plant,Line 1,M028,P009,BX595,Day,O168,72.4,4.5,19.7,221.7,63.0,15.4,0
2026-04-28 20:00,Manesar Plant,Line 1,M028,P009,BX595,Night,O268,77.1,4.7,24.9,220.2,51.1,13.3,0
2026-04-28 08:00,Manesar Plant,Line 2,M029,P028,BX596,Day,O165,73.4,4.7,23.0,0,61.0,12.4,0
2026-04-28 20:00,Manesar Plant,Line 2,M029,P028,BX596,Night,O265,76.0,4.4,26.0,0,55.7,11.5,0
2026-04-28 08:00,Manesar Plant,Line 2,M030,P028,BX597,Day,O166,74.0,4.1,20.7,0,58.9,11.4,0
2026-04-28 20:00,Manesar Plant,Line 2,M030,P028,BX597,Night,O266,74.6,4.5,20.3,0,62.5,14.4,0
2026-04-28 08:00,Manesar Plant,Line 2,M031,P028,BX598,Day,O167,71.3,4.1,22.8,0,50.8,11.6,0
2026-04-28 20:00,Manesar Plant,Line 2,M031,P028,BX598,Night,O267,75.2,4.6,19.7,0,62.1,15.2,0
